X,Y,NUME,JUDET,JUDET AUTO,POPULATIE (in 2002),REGIUNE
23.05,45.67,Valcele,Hunedoara,HD,274,Vest
23.06,45.88,Rapoltel,Hunedoara,HD,273,Vest
22.95,45.69,Ocolisu Mare,Hunedoara,HD,270,Vest
22.9,45.51,Sibisel,Hunedoara,HD,270,Vest
23.17,45.98,Bozes,Hunedoara,HD,266,Vest
23.09,45.83,Spini,Hunedoara,HD,266,Vest
22.64,46.07,Valea Poienii,Hunedoara,HD,266,Vest
23.08,45.8,Jeledinti,Hunedoara,HD,264,Vest
22.75,45.7,Ruda,Hunedoara,HD,260,Vest
22.83,46,Salistioara,Hunedoara,HD,254,Vest
22.67,46.02,Vorta,Hunedoara,HD,253,Vest
23.31,45.88,Pischinti,Hunedoara,HD,252,Vest
23,45.7,Rusi,Hunedoara,HD,252,Vest
22.67,45.68,Cernisoara Florese,Hunedoara,HD,251,Vest
22.85,45.94,Bejan,Hunedoara,HD,250,Vest
22.92,46.16,Rovina,Hunedoara,HD,250,Vest
22.87,45.61,Farcadin,Hunedoara,HD,248,Vest
22.86,45.94,Paulis,Hunedoara,HD,248,Vest
22.75,45.66,Dabaca,Hunedoara,HD,245,Vest
22.48,45.98,Glodghilesti,Hunedoara,HD,243,Vest
23.02,45.7,Batalar,Hunedoara,HD,242,Vest
22.53,46.02,Godinesti,Hunedoara,HD,242,Vest
23.04,45.97,Sacaramb,Hunedoara,HD,242,Vest
22.67,46.21,Tomesti,Hunedoara,HD,242,Vest
22.75,45.51,Paucinesti,Hunedoara,HD,241,Vest
22.82,45.59,Ciula Mare,Hunedoara,HD,239,Vest
23.22,45.63,Gradistea de Munte,Hunedoara,HD,238,Vest
22.94,46.29,Grosuri,Hunedoara,HD,237,Vest
22.82,46.1,Ruda-Brad,Hunedoara,HD,236,Vest
22.67,45.92,Sacamas,Hunedoara,HD,235,Vest
22.78,45.97,Tarnava,Hunedoara,HD,232,Vest
22.94,46.19,Buces,Hunedoara,HD,230,Vest
22.83,45.8,Nandru,Hunedoara,HD,230,Vest
22.91,46.23,Plai,Hunedoara,HD,230,Vest
22.98,45.75,Sancrai,Hunedoara,HD,228,Vest
22.62,45.64,Lunca Cernii de Jos,Hunedoara,HD,225,Vest
22.73,45.5,Zeicani,Hunedoara,HD,225,Vest
22.96,45.82,Barcea Mica,Hunedoara,HD,222,Vest
23.01,45.52,Rau Alb,Hunedoara,HD,222,Vest
23.09,45.48,Rau Barbat,Hunedoara,HD,220,Vest
22.57,45.74,Poiana Rachitelii,Hunedoara,HD,219,Vest
23.46,45.47,Rascoala,Hunedoara,HD,219,Vest
22.79,45.93,Rovina,Hunedoara,HD,219,Vest
22.87,45.49,Suseni,Hunedoara,HD,219,Vest
22.79,45.69,Toplita,Hunedoara,HD,219,Vest
22.5,45.9,Teiu,Hunedoara,HD,217,Vest
22.52,46.06,Almas-Saliste,Hunedoara,HD,215,Vest
22.78,45.6,Ciula Mica,Hunedoara,HD,214,Vest
22.88,45.54,Unciuc,Hunedoara,HD,214,Vest
23.03,45.88,Carpinis,Hunedoara,HD,212,Vest
22.88,46,Fizes,Hunedoara,HD,212,Vest
22.41,45.99,Salciva,Hunedoara,HD,212,Vest
23.01,45.6,Bucium-Orlea,Hunedoara,HD,211,Vest
23.27,45.4,Dealu Babii,Hunedoara,HD,211,Vest
23.13,45.81,Martinesti,Hunedoara,HD,210,Vest
22.85,45.83,Popesti,Hunedoara,HD,210,Vest
23.15,45.9,Boiu,Hunedoara,HD,207,Vest
22.52,45.86,Panc,Hunedoara,HD,206,Vest
22.5,45.92,Lasau,Hunedoara,HD,203,Vest
22.7,45.73,Lelese,Hunedoara,HD,203,Vest
22.51,45.95,Tatarasti,Hunedoara,HD,202,Vest
22.9,46.01,Barbura,Hunedoara,HD,200,Vest
23.02,45.77,Santamaria de Piatra,Hunedoara,HD,200,Vest
22.84,45.87,Cozia,Hunedoara,HD,198,Vest
22.86,45.8,Josani,Hunedoara,HD,198,Vest
22.45,45.89,Ohaba,Hunedoara,HD,198,Vest
23.36,45.4,Dalja Mica,Hunedoara,HD,197,Vest
23.08,45.47,Hobita,Hunedoara,HD,197,Vest
22.86,45.51,Ostrovel,Hunedoara,HD,197,Vest
23.16,45.88,Folt,Hunedoara,HD,194,Vest
22.88,46.27,Ret,Hunedoara,HD,192,Vest
23.03,45.75,Strei-Sacel,Hunedoara,HD,192,Vest
23.02,45.62,Covragiu,Hunedoara,HD,191,Vest
23.18,45.78,Sereca,Hunedoara,HD,191,Vest
22.62,46.16,Tatarastii de Cris,Hunedoara,HD,191,Vest
22.63,46.22,Livada,Hunedoara,HD,190,Vest
23.05,46.04,Voia,Hunedoara,HD,190,Vest
22.49,45.95,Burjuc,Hunedoara,HD,189,Vest
22.47,45.95,Tisa,Hunedoara,HD,188,Vest
22.64,45.74,Runcu Mare,Hunedoara,HD,186,Vest
22.69,45.99,Valea Lunga,Hunedoara,HD,186,Vest
22.71,45.7,Poienita Voinii,Hunedoara,HD,185,Vest
22.86,45.85,Almasu Sec,Hunedoara,HD,184,Vest
22.79,45.53,Breazova,Hunedoara,HD,183,Vest
23.28,45.77,Cucuis,Hunedoara,HD,183,Vest
22.68,46.22,Tiulesti,Hunedoara,HD,182,Vest
22.59,46.02,Boiu de Sus,Hunedoara,HD,180,Vest
22.79,45.5,Hobita-Gradiste,Hunedoara,HD,180,Vest
22.75,45.75,Cerisor,Hunedoara,HD,179,Vest
22.68,46.25,Dobrot,Hunedoara,HD,179,Vest
22.94,45.98,Magura-Toplita,Hunedoara,HD,178,Vest
22.53,45.99,Bradatel,Hunedoara,HD,177,Vest
22.8,45.74,Govajdia,Hunedoara,HD,177,Vest
22.89,45.8,Pestisu Mic,Hunedoara,HD,176,Vest
22.88,46.24,Salatruc,Hunedoara,HD,175,Vest
23,45.76,Calanu Mic,Hunedoara,HD,174,Vest
22.77,45.95,Tarnavita,Hunedoara,HD,171,Vest
22.59,45.79,Batrana,Hunedoara,HD,170,Vest
23.01,45.49,Rau Mic,Hunedoara,HD,170,Vest
22.95,45.49,Malaiesti,Hunedoara,HD,169,Vest
22.84,45.8,Valea Nandrului,Hunedoara,HD,169,Vest
23.21,45.46,Crivadia,Hunedoara,HD,168,Vest
22.71,45.78,Cerbal,Hunedoara,HD,167,Vest
23.35,45.76,Ciungu Mare,Hunedoara,HD,166,Vest
23.11,45.68,Bobaia,Hunedoara,HD,165,Vest
22.86,45.67,Izvoarele,Hunedoara,HD,165,Vest
23.14,45.78,Dancu Mic,Hunedoara,HD,164,Vest
23.06,46.09,Poiana,Hunedoara,HD,164,Vest
22.83,45.84,Carjiti,Hunedoara,HD,159,Vest
22.62,46.02,Carmazanesti,Hunedoara,HD,159,Vest
22.48,45.89,Lapugiu de Jos,Hunedoara,HD,158,Vest
22.55,45.96,Campuri de Sus,Hunedoara,HD,157,Vest
22.83,45.95,Cainelu de Jos,Hunedoara,HD,156,Vest
22.63,45.88,Radulesti,Hunedoara,HD,156,Vest
22.98,45.52,Zavoi,Hunedoara,HD,156,Vest
22.45,46.04,Cerbia,Hunedoara,HD,152,Vest
22.93,46.14,Merisor,Hunedoara,HD,152,Vest
22.72,46.21,Baldovin,Hunedoara,HD,151,Vest
23.09,45.61,Ursici,Hunedoara,HD,151,Vest
22.48,46.07,Micanesti,Hunedoara,HD,146,Vest
23.17,45.9,Cigmau,Hunedoara,HD,145,Vest
22.65,46,Coaja,Hunedoara,HD,143,Vest
22.72,45.54,Poieni,Hunedoara,HD,142,Vest
22.85,46.25,Dumbrava de Sus,Hunedoara,HD,141,Vest
22.76,46.21,Uibaresti,Hunedoara,HD,140,Vest
22.53,45.64,Gura Bordului,Hunedoara,HD,139,Vest
22.65,46.01,Certeju de Jos,Hunedoara,HD,137,Vest
23,46.06,Valisoara,Hunedoara,HD,137,Vest
23.14,45.99,Mada,Hunedoara,HD,135,Vest
22.87,45.61,Livezi,Hunedoara,HD,132,Vest
23.16,45.8,Tamasasa,Hunedoara,HD,132,Vest
23.16,45.61,Alun,Hunedoara,HD,130,Vest
23.05,45.81,Totia,Hunedoara,HD,129,Vest
23.08,46.06,Almasu Mic de Munte,Hunedoara,HD,128,Vest
22.82,45.9,Herepeia,Hunedoara,HD,128,Vest
22.68,45.8,Poienita Tomii,Hunedoara,HD,127,Vest
23.04,45.72,Ohaba Streiului,Hunedoara,HD,126,Vest
22.65,45.79,Feregi,Hunedoara,HD,124,Vest
22.91,45.5,Ohaba-Sibisel,Hunedoara,HD,124,Vest
22.65,45.88,Stancesti,Hunedoara,HD,124,Vest
23.32,45.45,Pestera,Hunedoara,HD,123,Vest
23.01,45.99,Bocsa Mica,Hunedoara,HD,121,Vest
22.84,45.52,Ostrovu Mic,Hunedoara,HD,118,Vest
22.81,46.05,Dudesti,Hunedoara,HD,117,Vest
22.94,45.59,Vadu,Hunedoara,HD,116,Vest
22.79,45.84,Cherghes,Hunedoara,HD,114,Vest
23.11,46,Stauini,Hunedoara,HD,113,Vest
22.92,45.97,Toplita Muresului,Hunedoara,HD,113,Vest
22.62,45.88,Bujoru,Hunedoara,HD,112,Vest
22.67,45.78,Socet,Hunedoara,HD,112,Vest
22.49,46.01,Tamasesti,Hunedoara,HD,112,Vest
22.68,45.7,Bunila,Hunedoara,HD,111,Vest
22.46,46.06,Poganesti,Hunedoara,HD,108,Vest
22.9,45.63,Craguis,Hunedoara,HD,106,Vest
22.74,46.27,Bulzestii de Jos,Hunedoara,HD,105,Vest
22.85,46.03,Pestera,Hunedoara,HD,104,Vest
22.69,46.23,Leaut,Hunedoara,HD,103,Vest
22.62,45.96,Ulies,Hunedoara,HD,103,Vest
22.52,45.87,Panc-Saliste,Hunedoara,HD,101,Vest
22.78,46.3,Paulesti,Hunedoara,HD,100,Vest
23.03,46.1,Poienita,Hunedoara,HD,99,Vest
22.84,46,Stoieneasa,Hunedoara,HD,98,Vest
22.57,45.99,Runcsor,Hunedoara,HD,97,Vest
23.22,45.99,Valeni,Hunedoara,HD,95,Vest
22.69,45.83,Muncelu Mare,Hunedoara,HD,94,Vest
23.07,46.09,Techereu,Hunedoara,HD,94,Vest
22.64,45.96,Cuies,Hunedoara,HD,91,Vest
23.12,45.62,Luncani,Hunedoara,HD,89,Vest
22.89,45.82,Almasu Mic,Hunedoara,HD,88,Vest
22.42,45.89,Cosesti,Hunedoara,HD,87,Vest
22.6,46.05,Danulesti,Hunedoara,HD,85,Vest
22.9,45.84,Archia,Hunedoara,HD,84,Vest
22.79,45.78,Gros,Hunedoara,HD,84,Vest
23.14,45.82,Turmas,Hunedoara,HD,81,Vest
22.6,46,Boiu de Jos,Hunedoara,HD,80,Vest
22.58,46,Vica,Hunedoara,HD,80,Vest
22.76,46.3,Bulzestii de Sus,Hunedoara,HD,79,Vest
22.78,46.21,Ribicioara,Hunedoara,HD,79,Vest
23.47,45.46,Tirici,Hunedoara,HD,79,Vest
22.87,46.09,Valea Arsului,Hunedoara,HD,79,Vest
22.43,46.09,Almasel,Hunedoara,HD,78,Vest
22.69,46.15,Caraci,Hunedoara,HD,77,Vest
23.15,46.02,Ardeu,Hunedoara,HD,74,Vest
22.71,46.07,Luncsoara,Hunedoara,HD,74,Vest
23.14,45.59,Cioclovina,Hunedoara,HD,73,Vest
22.39,45.89,Holdea,Hunedoara,HD,73,Vest
22.52,46.01,Petresti,Hunedoara,HD,72,Vest
23.2,45.68,Costesti-Deal,Hunedoara,HD,70,Vest
22.96,45.47,Pestera,Hunedoara,HD,70,Vest
22.74,45.68,Valari,Hunedoara,HD,70,Vest
23.02,46.09,Oprisesti,Hunedoara,HD,69,Vest
22.5,45.91,Grind,Hunedoara,HD,68,Vest
22.77,46.25,Grohot,Hunedoara,HD,67,Vest
22.67,45.73,Sohodol,Hunedoara,HD,67,Vest
22.7,45.89,Dumbravita,Hunedoara,HD,66,Vest
22.58,45.93,Stretea,Hunedoara,HD,66,Vest
22.55,45.69,Vadu Dobrii,Hunedoara,HD,65,Vest
22.74,45.79,Aranies,Hunedoara,HD,64,Vest
22.7,45.85,Boia Barzii,Hunedoara,HD,63,Vest
22.75,46.32,Giurgesti,Hunedoara,HD,63,Vest
22.82,45.68,Dealu Mic,Hunedoara,HD,62,Vest
22.78,45.8,Ciulpaz,Hunedoara,HD,60,Vest
22.84,46.2,Potingani,Hunedoara,HD,60,Vest
22.72,45.57,Criva,Hunedoara,HD,58,Vest
22.54,45.91,Abucea,Hunedoara,HD,57,Vest
23.06,45.83,Rapas,Hunedoara,HD,55,Vest
22.79,45.8,Dumbrava,Hunedoara,HD,54,Vest
22.67,45.88,Stancesti-Ohaba,Hunedoara,HD,54,Vest
22.75,45.79,Ulm,Hunedoara,HD,54,Vest
22.69,45.71,Alun,Hunedoara,HD,52,Vest
23.07,46.03,Galbina,Hunedoara,HD,52,Vest
22.67,45.82,Merisoru de Munte,Hunedoara,HD,51,Vest
22.59,45.67,Fantana,Hunedoara,HD,50,Vest
22.8,46.28,Tomnatec,Hunedoara,HD,50,Vest
22.76,46.01,Furcsoara,Hunedoara,HD,48,Vest
23.21,45.62,Prihodiste,Hunedoara,HD,47,Vest
22.57,45.62,Valea Babii,Hunedoara,HD,47,Vest
22.61,45.82,Fata Rosie,Hunedoara,HD,46,Vest
23.08,45.78,Magura,Hunedoara,HD,46,Vest
23.22,45.76,Poieni,Hunedoara,HD,46,Vest
23.22,45.7,Ludestii de Sus,Hunedoara,HD,45,Vest
22.77,46.32,Rusesti,Hunedoara,HD,45,Vest
22.56,46.07,Valea,Hunedoara,HD,45,Vest
22.73,46.02,Barastii Iliei,Hunedoara,HD,44,Vest
22.82,45.88,Bretelin,Hunedoara,HD,44,Vest
22.77,45.72,Plop,Hunedoara,HD,44,Vest
22.77,45.81,Cutin,Hunedoara,HD,43,Vest
22.59,45.88,Fagetel,Hunedoara,HD,41,Vest
22.73,46.29,Stanculesti,Hunedoara,HD,40,Vest
22.73,45.84,Runcu Mic,Hunedoara,HD,38,Vest
22.76,46,Cabesti,Hunedoara,HD,36,Vest
22.58,45.82,Rachitaua,Hunedoara,HD,35,Vest
23.02,46,Bocsa Mare,Hunedoara,HD,33,Vest
22.58,46.08,Braseu,Hunedoara,HD,31,Vest
22.57,46.09,Deleni,Hunedoara,HD,31,Vest
23.2,45.99,Mermezeu-Valeni,Hunedoara,HD,31,Vest
23.06,45.68,Valceluta,Hunedoara,HD,31,Vest
23.18,46.02,Bacaia,Hunedoara,HD,30,Vest
22.79,46,Gialacuta,Hunedoara,HD,30,Vest
22.58,45.81,Piatra,Hunedoara,HD,27,Vest
22.74,45.63,Mesteacan,Hunedoara,HD,25,Vest
22.71,46.01,Dumesti,Hunedoara,HD,24,Vest
23.02,45.61,Bercu,Hunedoara,HD,22,Vest
23.32,45.68,Magureni,Hunedoara,HD,21,Vest
22.69,46.19,Valeni,Hunedoara,HD,20,Vest
23.07,46.01,Rosia,Hunedoara,HD,17,Vest
22.76,45.68,Goles,Hunedoara,HD,15,Vest
22.87,46.3,Dragu-Brad,Hunedoara,HD,13,Vest
22.88,46.32,Ticera,Hunedoara,HD,13,Vest
22.8,45.87,Caoi,Hunedoara,HD,11,Vest
23.03,46.07,Bunesti,Hunedoara,HD,10,Vest
22.67,45.61,Gotesti,Hunedoara,HD,10,Vest
22.7,46.21,Valea Mare de Cris,Hunedoara,HD,10,Vest
22.41,45.88,Bastea,Hunedoara,HD,5,Vest
22.82,45.94,Bejan-Tarnavita,Hunedoara,HD,5,Vest
22.9,45.59,Copaci,Hunedoara,HD,5,Vest
22.58,45.66,Ciumita,Hunedoara,HD,4,Vest
22.8,45.65,Mosoru,Hunedoara,HD,3,Vest
22.82,45.65,Curpenii Silvasului,Hunedoara,HD,0,Vest
27.38,44.56,Slobozia,Ialomita,IL,52553,Sud - Muntenia
27.83,44.42,Fetesti-Gara,Ialomita,IL,23789,Sud - Muntenia
26.64,44.72,Urziceni,Ialomita,IL,19303,Sud - Muntenia
27.65,44.64,Tandarei,Ialomita,IL,14212,Sud - Muntenia
27.83,44.37,Fetesti,Ialomita,IL,8421,Sud - Muntenia
27.32,44.62,Amara,Ialomita,IL,7136,Sud - Muntenia
27.89,44.56,Facaeni,Ialomita,IL,5369,Sud - Muntenia
26.56,44.69,Cosereni,Ialomita,IL,4692,Sud - Muntenia
26.77,44.79,Garbovi,Ialomita,IL,4662,Sud - Muntenia
26.67,44.71,Manasia,Ialomita,IL,4638,Sud - Muntenia
27.9,44.48,Bordusani,Ialomita,IL,4025,Sud - Muntenia
26.97,44.64,Munteni-Buzau,Ialomita,IL,3974,Sud - Muntenia
26.6,44.73,Barbulesti,Ialomita,IL,3753,Sud - Muntenia
27.02,44.63,Cazanesti,Ialomita,IL,3743,Sud - Muntenia
26.45,44.7,Dridu,Ialomita,IL,3527,Sud - Muntenia
26.53,44.76,Jilavele,Ialomita,IL,3465,Sud - Muntenia
27.71,44.68,Mihail Kogalniceanu,Ialomita,IL,3223,Sud - Muntenia
27.34,44.76,Traian,Ialomita,IL,3178,Sud - Muntenia
27.64,44.6,Saveni,Ialomita,IL,3168,Sud - Muntenia
27.47,44.73,Scanteia,Ialomita,IL,3073,Sud - Muntenia
27.18,44.61,Gheorghe Doja,Ialomita,IL,2989,Sud - Muntenia
27.29,44.74,Grivita,Ialomita,IL,2851,Sud - Muntenia
27.57,44.61,Ograda,Ialomita,IL,2646,Sud - Muntenia
27.46,44.63,Gheorghe Lazar,Ialomita,IL,2461,Sud - Muntenia
27.05,44.74,Cocora,Ialomita,IL,2447,Sud - Muntenia
26.71,44.68,Alexeni,Ialomita,IL,2431,Sud - Muntenia
26.91,44.77,Grindu,Ialomita,IL,2418,Sud - Muntenia
27.85,44.61,Vladeni,Ialomita,IL,2412,Sud - Muntenia
26.48,44.64,Movilita,Ialomita,IL,2294,Sud - Muntenia
26.69,44.63,Condeesti,Ialomita,IL,2284,Sud - Muntenia
26.4,44.68,Fierbintii de Sus,Ialomita,IL,2265,Sud - Muntenia
27.49,44.61,Bucu,Ialomita,IL,2264,Sud - Muntenia
27.72,44.54,Movila,Ialomita,IL,2251,Sud - Muntenia
26.79,44.66,Ion Roata,Ialomita,IL,2228,Sud - Muntenia
26.43,44.77,Adancata,Ialomita,IL,2137,Sud - Muntenia
26.53,44.61,Rosiori,Ialomita,IL,2107,Sud - Muntenia
27.23,44.73,Milosesti,Ialomita,IL,2046,Sud - Muntenia
26.61,44.66,Boranesti,Ialomita,IL,2010,Sud - Muntenia
27.6,44.57,Suditi,Ialomita,IL,2009,Sud - Muntenia
27.85,44.4,Vlasca,Ialomita,IL,1996,Sud - Muntenia
26.4,44.74,Maia,Ialomita,IL,1991,Sud - Muntenia
27.39,44.6,Slobozia Noua,Ialomita,IL,1915,Sud - Muntenia
26.76,44.61,Axintele,Ialomita,IL,1909,Sud - Muntenia
26.58,44.78,Malu Rosu,Ialomita,IL,1850,Sud - Muntenia
27.14,44.58,Andrasesti,Ialomita,IL,1841,Sud - Muntenia
26.64,44.64,Barcanesti,Ialomita,IL,1829,Sud - Muntenia
27.06,44.59,Ciochina,Ialomita,IL,1824,Sud - Muntenia
27.86,44.74,Giurgeni,Ialomita,IL,1690,Sud - Muntenia
27.52,44.57,Marculesti,Ialomita,IL,1675,Sud - Muntenia
27.88,44.41,Stelnica,Ialomita,IL,1631,Sud - Muntenia
27.4,44.56,Bora,Ialomita,IL,1580,Sud - Muntenia
26.52,44.71,Moldoveni,Ialomita,IL,1516,Sud - Muntenia
26.83,44.74,Valea Macrisului,Ialomita,IL,1512,Sud - Muntenia
27.73,44.75,Luciu,Ialomita,IL,1490,Sud - Muntenia
26.38,44.68,Fierbinti-Targ,Ialomita,IL,1449,Sud - Muntenia
27.01,44.76,Colelia,Ialomita,IL,1428,Sud - Muntenia
26.93,44.63,Sarateni,Ialomita,IL,1415,Sud - Muntenia
26.4,44.7,Fierbintii de Jos,Ialomita,IL,1408,Sud - Muntenia
26.75,44.67,Brosteni,Ialomita,IL,1406,Sud - Muntenia
27.9,44.46,Cegani,Ialomita,IL,1396,Sud - Muntenia
27.1,44.71,Reviga,Ialomita,IL,1379,Sud - Muntenia
27.75,44.72,Gura Ialomitei,Ialomita,IL,1372,Sud - Muntenia
26.92,44.54,Rasi,Ialomita,IL,1349,Sud - Muntenia
27.42,44.73,Iazu,Ialomita,IL,1315,Sud - Muntenia
26.88,44.54,Salcioara,Ialomita,IL,1307,Sud - Muntenia
27.24,44.56,Perieti,Ialomita,IL,1255,Sud - Muntenia
26.38,44.57,Sinesti,Ialomita,IL,1231,Sud - Muntenia
27.35,44.72,Smirna,Ialomita,IL,1228,Sud - Muntenia
27.19,44.54,Buesti,Ialomita,IL,1220,Sud - Muntenia
27.09,44.7,Rovine,Ialomita,IL,1214,Sud - Muntenia
27.79,44.36,Buliga,Ialomita,IL,1168,Sud - Muntenia
26.47,44.74,Patru Frati,Ialomita,IL,1161,Sud - Muntenia
26.36,44.77,Brazii,Ialomita,IL,1126,Sud - Muntenia
26.9,44.64,Balaciu,Ialomita,IL,1098,Sud - Muntenia
27.55,44.72,Valea Ciorii,Ialomita,IL,1064,Sud - Muntenia
27.68,44.61,Lacusteni,Ialomita,IL,1005,Sud - Muntenia
27.7,44.61,Platonesti,Ialomita,IL,995,Sud - Muntenia
27.44,44.56,Cosambesti,Ialomita,IL,960,Sud - Muntenia
27.34,44.54,Ciulnita,Ialomita,IL,955,Sud - Muntenia
26.87,44.64,Sfantu Gheorghe,Ialomita,IL,945,Sud - Muntenia
27.48,44.56,Gimbasani,Ialomita,IL,942,Sud - Muntenia
26.54,44.57,Dragoesti,Ialomita,IL,936,Sud - Muntenia
27.04,44.56,Borduselu,Ialomita,IL,920,Sud - Muntenia
27.21,44.57,Misleanu,Ialomita,IL,870,Sud - Muntenia
27.26,44.55,Poiana,Ialomita,IL,866,Sud - Muntenia
26.84,44.65,Butoiu,Ialomita,IL,842,Sud - Muntenia
26.8,44.54,Horia,Ialomita,IL,839,Sud - Muntenia
27.13,44.54,Albesti,Ialomita,IL,761,Sud - Muntenia
26.58,44.75,Armasesti,Ialomita,IL,752,Sud - Muntenia
27.11,44.66,Crunti,Ialomita,IL,721,Sud - Muntenia
26.99,44.58,Orezu,Ialomita,IL,705,Sud - Muntenia
27.09,44.54,Marsilieni,Ialomita,IL,702,Sud - Muntenia
27.87,44.58,Progresu,Ialomita,IL,691,Sud - Muntenia
26.68,44.8,Ciocarlia,Ialomita,IL,672,Sud - Muntenia
26.38,44.55,Lilieci,Ialomita,IL,671,Sud - Muntenia
26.84,44.73,Grindasi,Ialomita,IL,633,Sud - Muntenia
27.3,44.57,Paltinisu,Ialomita,IL,560,Sud - Muntenia
27.17,44.78,Tovarasia,Ialomita,IL,558,Sud - Muntenia
26.52,44.79,Slatioarele,Ialomita,IL,524,Sud - Muntenia
26.45,44.71,Dridu-Snagov,Ialomita,IL,523,Sud - Muntenia
27.21,44.76,Nicolesti,Ialomita,IL,519,Sud - Muntenia
27.6,44.61,Fratilesti,Ialomita,IL,518,Sud - Muntenia
26.82,44.65,Malu,Ialomita,IL,479,Sud - Muntenia
26.34,44.78,Rasimnicea,Ialomita,IL,468,Sud - Muntenia
27.58,44.71,Murgeanca,Ialomita,IL,463,Sud - Muntenia
27.1,44.58,Orboesti,Ialomita,IL,458,Sud - Muntenia
26.9,44.6,Copuzu,Ialomita,IL,445,Sud - Muntenia
27.89,44.42,Maltezi,Ialomita,IL,431,Sud - Muntenia
26.88,44.6,Crasanii de Jos,Ialomita,IL,408,Sud - Muntenia
26.35,44.67,Grecii de Jos,Ialomita,IL,396,Sud - Muntenia
27.29,44.57,Stejaru,Ialomita,IL,389,Sud - Muntenia
26.39,44.56,Catrunesti,Ialomita,IL,355,Sud - Muntenia
27.31,44.53,Ion Ghica,Ialomita,IL,352,Sud - Muntenia
27.57,44.57,Gura Vaii,Ialomita,IL,311,Sud - Muntenia
26.58,44.67,Sintesti,Ialomita,IL,291,Sud - Muntenia
27.26,44.59,Fundata,Ialomita,IL,263,Sud - Muntenia
27.13,44.7,Mircea cel Batran,Ialomita,IL,255,Sud - Muntenia
26.66,44.78,Cotorca,Ialomita,IL,237,Sud - Muntenia
26.8,44.61,Barbatescu,Ialomita,IL,222,Sud - Muntenia
27.28,44.54,Ivanesti,Ialomita,IL,207,Sud - Muntenia
26.58,44.76,Nenisori,Ialomita,IL,183,Sud - Muntenia
27.52,44.72,Bucsa,Ialomita,IL,179,Sud - Muntenia
26.85,44.6,Crasanii de Sus,Ialomita,IL,160,Sud - Muntenia
27,44.57,Piersica,Ialomita,IL,133,Sud - Muntenia
27.51,44.72,Dumitresti,Ialomita,IL,127,Sud - Muntenia
26.48,44.61,Bitina-Ungureni,Ialomita,IL,114,Sud - Muntenia
26.44,44.55,Hagiesti,Ialomita,IL,95,Sud - Muntenia
26.57,44.59,Valea Bisericii,Ialomita,IL,75,Sud - Muntenia
26.47,44.61,Bitina-Pamanteni,Ialomita,IL,64,Sud - Muntenia
26.51,44.6,Chiroiu-Pamanteni,Ialomita,IL,55,Sud - Muntenia
26.32,44.78,Movileanca,Ialomita,IL,50,Sud - Muntenia
26.43,44.59,Livedea,Ialomita,IL,45,Sud - Muntenia
27.76,44.65,Hagieni,Ialomita,IL,42,Sud - Muntenia
27.15,44.53,Bataluri,Ialomita,IL,39,Sud - Muntenia
27.9,44.44,Retezatu,Ialomita,IL,33,Sud - Muntenia
26.49,44.59,Chiroiu-Satu Nou,Ialomita,IL,28,Sud - Muntenia
26.5,44.59,Chiroiu-Ungureni,Ialomita,IL,16,Sud - Muntenia
27.35,44.62,Amara Noua,Ialomita,IL,0,Sud - Muntenia
26.45,44.57,Boteni,Ialomita,IL,0,Sud - Muntenia
27.58,47.16,Iasi,Iasi,IS,344425,Nord-Est
26.72,47.25,Pascani,Iasi,IS,35897,Nord-Est
27.01,47.21,Targu Frumos,Iasi,IS,13875,Nord-Est
27.7,47.13,Tomesti,Iasi,IS,8886,Nord-Est
26.9,47.43,Harlau,Iasi,IS,8471,Nord-Est
27.67,47.15,Dancu,Iasi,IS,6903,Nord-Est
27.28,47.21,Podu Iloaiei,Iasi,IS,6253,Nord-Est
27.94,46.96,Raducaneni,Iasi,IS,5422,Nord-Est
27.1,47.31,Belcesti,Iasi,IS,4968,Nord-Est
26.81,47.09,Halaucesti,Iasi,IS,4967,Nord-Est
27.2,47.35,Focuri,Iasi,IS,3990,Nord-Est
26.88,47.46,Deleni,Iasi,IS,3973,Nord-Est
26.58,47.26,Cristesti,Iasi,IS,3525,Nord-Est
27.43,46.97,Mironeasa,Iasi,IS,3514,Nord-Est
27.56,47.1,Lunca Cetatuii,Iasi,IS,3386,Nord-Est
26.6,47.23,Motca,Iasi,IS,3360,Nord-Est
26.94,47.07,Butea,Iasi,IS,3342,Nord-Est
26.83,47.32,Todiresti,Iasi,IS,3305,Nord-Est
26.85,47.44,Parcovaci,Iasi,IS,3237,Nord-Est
27.43,47.08,Voinesti,Iasi,IS,2788,Nord-Est
26.67,47.25,Gastesti,Iasi,IS,2761,Nord-Est
27.41,47.2,Letcani,Iasi,IS,2732,Nord-Est
27.72,46.96,Dobrovat,Iasi,IS,2589,Nord-Est
27.03,47.07,Oteleni,Iasi,IS,2510,Nord-Est
26.74,47.28,Lunca,Iasi,IS,2452,Nord-Est
27.24,47.26,Erbiceni,Iasi,IS,2277,Nord-Est
26.89,47.44,Maxut,Iasi,IS,2277,Nord-Est
26.84,47.25,Dumbravita,Iasi,IS,2260,Nord-Est
27.45,47.52,Bivolari,Iasi,IS,2254,Nord-Est
26.66,47.34,Heci,Iasi,IS,2254,Nord-Est
26.74,47.12,Muncelu de Sus,Iasi,IS,2221,Nord-Est
27.78,47.06,Comarna,Iasi,IS,2213,Nord-Est
